dataset,detector,policy,options,length,ability,mechanism,n,n_target,n_clean,tp_correct,tp_wrongloc,fp,fn,tn,power,recall_all,fpr,fpr_ci_upper,brier,mse,recovery,at_stake,saved,saved_sheets,unearned
metrics,gated,metrics,ABCD,46,0.4,deferred,8,8,0,0,0,0,8,0,0.0,0.0,,,0.995081,0.002476,0.0,23,0,8,16
metrics,gated,metrics,ABCD,46,0.4,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.999367,0.000317,0.0,3,0,8,3
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.008374,0.947608,0.157895,38,6,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000154,0.990762,0.0,27,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.213557,0.623663,0.0,23,0,8,5
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000665,0.984477,0.0,39,0,8,1
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-06,0.000689,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000305,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000546,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,7e-06,0.001747,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,3e-06,0.001413,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000513,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,7.6e-05,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000489,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_key_leakage,8,8,0,0,4,0,4,0,0.0,0.5,,,0.0,1.0,0.428044,271,116,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,3.2e-05,0.002601,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,8e-06,0.001138,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.783143,0.132078,0.0,42,0,8,0
metrics,gated,metrics,ABCD,46,0.55,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.869926,0.117722,0.0,41,0,8,2
metrics,gated,metrics,ABCD,46,0.55,early_full,8,8,0,2,0,0,6,0,0.25,0.25,,,0.377482,0.507174,0.291139,79,23,8,2
metrics,gated,metrics,ABCD,46,0.55,boundary,8,8,0,0,0,0,8,0,0.0,0.0,,,0.993328,0.003353,0.0,20,0,8,3
metrics,gated,metrics,ABCD,46,0.55,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.87763,0.090957,0.0,13,0,8,3
metrics,gated,metrics,ABCD,46,0.55,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,0.791241,0.121355,0.0,53,0,8,1
metrics,gated,metrics,ABCD,46,0.55,anxiety,8,8,0,0,0,0,8,0,0.0,0.0,,,0.727115,0.212329,0.0,48,0,8,0
metrics,gated,metrics,ABCD,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.8862,0.072216,0.0,44,0,8,13
metrics,gated,metrics,ABCD,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.811437,0.103795,0.0,50,0,8,1
metrics,gated,metrics,ABCD,46,0.55,deferred,8,8,0,1,0,0,7,0,0.125,0.125,,,0.67682,0.281125,0.181818,44,8,8,6
metrics,gated,metrics,ABCD,46,0.55,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.990876,0.00461,0.0,5,0,8,2
metrics,gated,metrics,ABCD,46,0.55,scanner_blank_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.05303,0.879456,0.22807,57,13,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.003186,0.972046,0.0,51,0,8,1
metrics,gated,metrics,ABCD,46,0.55,scanner_row_delete_1,8,8,0,0,1,0,7,0,0.0,0.125,,,0.143914,0.773884,0.28,50,14,8,4
metrics,gated,metrics,ABCD,46,0.55,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,3.7e-05,0.996382,0.0,51,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000359,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000494,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,4.6e-05,0.003221,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000175,0.007641,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,2.3e-05,0.002928,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-06,0.000939,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,9.5e-05,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000412,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_key_leakage,8,8,0,0,7,0,1,0,0.0,0.875,,,0.0,1.0,0.774074,270,209,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000707,0.014582,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,7e-06,0.001064,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,row_skip_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.49261,0.479261,0.428571,63,27,8,0
metrics,gated,metrics,ABCD,46,0.7,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.696278,0.279775,0.0,48,0,8,2
metrics,gated,metrics,ABCD,46,0.7,early_full,8,8,0,6,0,0,2,0,0.75,0.75,,,0.2339,0.757316,0.77451,102,79,8,2
metrics,gated,metrics,ABCD,46,0.7,boundary,8,8,0,0,0,0,8,0,0.0,0.0,,,0.747368,0.239271,0.0,27,0,8,1
metrics,gated,metrics,ABCD,46,0.7,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.869839,0.120158,0.0,17,0,8,0
metrics,gated,metrics,ABCD,46,0.7,whole_section,8,8,0,0,1,0,7,0,0.0,0.125,,,0.644143,0.309642,0.264706,34,9,8,7
metrics,gated,metrics,ABCD,46,0.7,anxiety,8,8,0,0,2,0,6,0,0.0,0.25,,,0.500273,0.463199,0.487179,39,19,8,10
metrics,gated,metrics,ABCD,46,0.7,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.677957,0.283982,0.0,59,0,8,0
metrics,gated,metrics,ABCD,46,0.7,self_corrected,8,8,0,2,0,0,6,0,0.25,0.25,,,0.470854,0.47203,0.436364,55,24,8,1
metrics,gated,metrics,ABCD,46,0.7,deferred,8,8,0,1,3,0,4,0,0.125,0.5,,,0.471915,0.514433,0.716667,60,43,8,6
metrics,gated,metrics,ABCD,46,0.7,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.965318,0.018717,0.0,6,0,8,1
metrics,gated,metrics,ABCD,46,0.7,scanner_blank_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.014889,0.955351,0.467532,77,36,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.004268,0.976903,0.0,79,0,8,1
metrics,gated,metrics,ABCD,46,0.7,scanner_row_delete_1,8,8,0,2,1,0,5,0,0.25,0.375,,,0.180013,0.755632,0.738095,42,31,8,10
metrics,gated,metrics,ABCD,46,0.7,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.133077,0.835195,0.0,51,0,8,5
metrics,gated,metrics,ABCD,46,0.7,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,3e-06,0.000893,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-06,0.000494,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-06,0.000599,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000315,0.00783,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000112,0.004575,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,1.5e-05,0.002756,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,9.3e-05,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.010978,0.042249,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_key_leakage,8,8,0,0,6,0,2,0,0.0,0.75,,,0.0,1.0,0.675573,262,177,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.105642,0.166926,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,2e-06,0.000617,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,row_skip_1,8,8,0,1,1,0,6,0,0.125,0.25,,,0.263308,0.682345,0.430769,65,28,8,0
metrics,gated,metrics,ABCD,46,0.85,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.386095,0.566544,0.0,67,0,8,1
metrics,gated,metrics,ABCD,46,0.85,early_full,8,8,0,7,0,0,1,0,0.875,0.875,,,0.1225,0.876256,0.931677,161,150,8,1
metrics,gated,metrics,ABCD,46,0.85,boundary,8,8,0,1,1,0,6,0,0.125,0.25,,,0.624486,0.374266,0.652174,46,30,8,1
metrics,gated,metrics,ABCD,46,0.85,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.199461,0.697165,0.0,42,0,8,1
metrics,gated,metrics,ABCD,46,0.85,whole_section,8,8,0,3,2,0,3,0,0.375,0.625,,,0.125115,0.863436,0.698795,83,58,8,0
metrics,gated,metrics,ABCD,46,0.85,anxiety,8,8,0,2,0,0,6,0,0.25,0.25,,,0.289865,0.670281,0.446154,65,29,8,8
metrics,gated,metrics,ABCD,46,0.85,double_shift,8,8,0,2,0,0,6,0,0.25,0.25,,,0.0,0.999924,0.125984,127,16,8,2
metrics,gated,metrics,ABCD,46,0.85,self_corrected,8,8,0,3,0,0,5,0,0.375,0.375,,,0.07182,0.905139,0.417582,91,38,8,0
metrics,gated,metrics,ABCD,46,0.85,deferred,8,8,0,3,0,0,5,0,0.375,0.375,,,0.250505,0.728719,0.655556,90,59,8,0
metrics,gated,metrics,ABCD,46,0.85,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.999274,0.000363,0.0,10,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_blank_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.01442,0.957343,0.597403,77,46,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.05856,0.887969,0.0,57,0,8,3
metrics,gated,metrics,ABCD,46,0.85,scanner_row_delete_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.092344,0.892213,0.75,96,72,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.002281,0.983116,0.0,96,0,8,2
metrics,gated,metrics,ABCD,46,0.85,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.051121,0.080164,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,9e-06,0.002145,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000218,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00097,0.011285,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.005925,0.028511,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000104,0.006772,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000138,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.127037,0.182221,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_key_leakage,8,8,0,0,7,0,1,0,0.0,0.875,,,0.0,1.0,0.823308,266,219,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.271247,0.349154,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.010413,0.036098,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,row_skip_1,8,8,0,2,0,0,6,0,0.25,0.25,,,0.135479,0.819395,0.575758,66,38,8,0
metrics,gated,metrics,ABCD,46,0.95,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.285726,0.672737,0.0,85,0,8,2
metrics,gated,metrics,ABCD,46,0.95,early_full,8,8,0,6,1,0,1,0,0.75,0.875,,,5.5e-05,0.997385,0.927835,194,180,8,1
metrics,gated,metrics,ABCD,46,0.95,boundary,8,8,0,1,0,0,7,0,0.125,0.125,,,0.481599,0.47812,0.378378,37,14,8,3
metrics,gated,metrics,ABCD,46,0.95,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.464382,0.486161,0.0,28,0,8,1
metrics,gated,metrics,ABCD,46,0.95,whole_section,8,8,0,3,1,0,4,0,0.375,0.5,,,0.000335,0.993515,0.606061,99,60,8,0
metrics,gated,metrics,ABCD,46,0.95,anxiety,8,8,0,0,3,0,5,0,0.0,0.375,,,1e-06,0.999648,0.531532,111,59,8,0
metrics,gated,metrics,ABCD,46,0.95,double_shift,8,8,0,4,1,0,3,0,0.5,0.625,,,0.0,1.0,0.541667,168,91,8,2
metrics,gated,metrics,ABCD,46,0.95,self_corrected,8,8,0,5,1,0,2,0,0.625,0.75,,,0.229571,0.760498,0.869048,84,73,8,2
metrics,gated,metrics,ABCD,46,0.95,deferred,8,8,0,5,0,0,3,0,0.625,0.625,,,0.131393,0.842751,0.775362,138,107,8,0
metrics,gated,metrics,ABCD,46,0.95,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.995516,0.00225,0.0,9,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_blank_1,8,8,0,5,0,0,3,0,0.625,0.625,,,0.003215,0.979928,0.931034,116,108,8,4
metrics,gated,metrics,ABCD,46,0.95,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000515,0.991975,0.0,107,0,8,1
metrics,gated,metrics,ABCD,46,0.95,scanner_row_delete_1,8,8,0,0,1,0,7,0,0.0,0.125,,,0.003918,0.977866,0.333333,69,23,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_row_delete_2,8,8,0,2,0,0,6,0,0.25,0.25,,,8.7e-05,0.99669,0.52809,89,47,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.015152,0.043926,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.004635,0.024291,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000101,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.054282,0.113426,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.123534,0.141992,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-05,0.002342,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,0.000146,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.252102,0.287751,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_key_leakage,8,8,0,0,6,0,2,0,0.0,0.75,,,0.0,1.0,0.723077,260,188,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.142999,0.283409,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-06,0.000901,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.998707,0.000647,0.0,13,0,8,10
metrics,gated,metrics,ABCD,90,0.26,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.997789,0.001106,0.0,16,0,8,8
metrics,gated,metrics,ABCD,90,0.26,early_full,8,8,0,0,0,0,8,0,0.0,0.0,,,0.996541,0.001733,0.0,25,0,8,19
metrics,gated,metrics,ABCD,90,0.26,boundary,8,8,0,0,0,0,8,0,0.0,0.0,,,0.997835,0.001083,0.0,10,0,8,6
metrics,gated,metrics,ABCD,90,0.26,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.998128,0.000937,0.0,1,0,8,10
metrics,gated,metrics,ABCD,90,0.26,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,0.998328,0.000837,0.0,10,0,8,16
metrics,gated,metrics,ABCD,90,0.26,anxiety,8,8,0,0,0,0,8,0,0.0,0.0,,,0.998236,0.000883,0.0,7,0,8,13
metrics,gated,metrics,ABCD,90,0.26,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.789526,0.179181,0.0,35,0,8,29
metrics,gated,metrics,ABCD,90,0.26,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.995687,0.002165,0.0,19,0,8,9
metrics,gated,metrics,ABCD,90,0.26,deferred,8,8,0,0,0,0,8,0,0.0,0.0,,,0.998131,0.000935,0.0,9,0,8,26
metrics,gated,metrics,ABCD,90,0.26,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.932287,0.039928,0.0,2,0,8,2
metrics,gated,metrics,ABCD,90,0.26,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.033336,0.836254,0.0,20,0,8,14
metrics,gated,metrics,ABCD,90,0.26,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000928,0.979126,0.0,34,0,8,15
metrics,gated,metrics,ABCD,90,0.26,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.090266,0.735679,0.0,39,0,8,10
metrics,gated,metrics,ABCD,90,0.26,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,2.6e-05,0.995482,0.0,27,0,8,24
metrics,gated,metrics,ABCD,90,0.26,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-06,0.001088,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-06,0.000914,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,2e-06,0.001475,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,1.4e-05,0.003376,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,9e-06,0.002939,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,1e-06,0.000749,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.0,9.4e-05,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,5e-05,0.004031,,0,0,8,0
