dataset,detector,policy,options,length,ability,mechanism,n,n_target,n_clean,tp_correct,tp_wrongloc,fp,fn,tn,power,recall_all,fpr,fpr_ci_upper,brier,mse,n_scored,recovery,at_stake,saved,saved_sheets,unearned
metrics,gated,metrics,ABCD,46,0.26,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.936274,0.001109,8,0.0,3,0,8,2
metrics,gated,metrics,ABCD,46,0.26,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.029521,0.710242,8,0.0,15,0,8,8
metrics,gated,metrics,ABCD,46,0.26,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000427,0.978761,8,0.0,32,0,8,9
metrics,gated,metrics,ABCD,46,0.26,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.254171,0.344859,8,0.0,28,0,8,10
metrics,gated,metrics,ABCD,46,0.26,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000189,0.97671,8,0.0,13,0,8,13
metrics,gated,metrics,ABCD,46,0.26,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.003892,0.003892,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.26,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.001889,0.001889,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.26,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.005077,0.005077,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.26,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.108486,0.108486,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.26,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.018413,0.018413,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.26,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.001255,0.001255,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.26,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000109,0.000109,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.26,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00176,0.00176,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.26,adv_key_leakage,8,8,0,1,5,0,2,0,0.125,0.75,,,0.0,0.999997,8,0.625468,267,167,8,0
metrics,gated,metrics,ABCD,46,0.26,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00444,0.00444,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.009471,0.009471,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.603294,0.197478,8,0.0,16,0,8,1
metrics,gated,metrics,ABCD,46,0.4,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.542219,0.102759,8,0.0,24,0,8,4
metrics,gated,metrics,ABCD,46,0.4,early_full,8,8,0,0,0,0,8,0,0.0,0.0,,,0.607324,0.149891,8,0.0,52,0,8,2
metrics,gated,metrics,ABCD,46,0.4,boundary,8,8,0,0,0,0,8,0,0.0,0.0,,,0.77298,0.032151,8,0.0,9,0,8,1
metrics,gated,metrics,ABCD,46,0.4,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.905814,0.003799,8,0.0,11,0,8,2
metrics,gated,metrics,ABCD,46,0.4,whole_section,8,8,0,0,1,0,7,0,0.0,0.125,,,0.545868,0.167332,8,0.0,30,0,8,1
metrics,gated,metrics,ABCD,46,0.4,anxiety,8,8,0,0,0,0,8,0,0.0,0.0,,,0.778114,0.114853,8,0.0,18,0,8,11
metrics,gated,metrics,ABCD,46,0.4,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.902863,0.003484,8,0.0,23,0,8,10
metrics,gated,metrics,ABCD,46,0.4,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.764416,0.023078,8,0.0,24,0,8,5
metrics,gated,metrics,ABCD,46,0.4,deferred,8,8,0,0,0,0,8,0,0.0,0.0,,,0.610348,0.189526,8,0.0,23,0,8,16
metrics,gated,metrics,ABCD,46,0.4,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.964443,0.000433,8,0.0,3,0,8,3
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.003058,0.934027,8,0.0,38,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,6e-06,0.996192,8,0.0,27,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.143547,0.457623,8,0.0,23,0,8,5
metrics,gated,metrics,ABCD,46,0.4,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000432,0.976198,8,0.0,39,0,8,1
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.002893,0.002893,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.002186,0.002186,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.002891,0.002891,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.048849,0.048849,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.002084,0.002084,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.001597,0.001597,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,2.6e-05,2.6e-05,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000461,0.000461,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_key_leakage,8,8,0,1,3,0,4,0,0.125,0.5,,,0.0,0.999999,8,0.405904,271,110,8,0
metrics,gated,metrics,ABCD,46,0.4,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00598,0.00598,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.004564,0.004564,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,row_skip_1,8,8,0,1,0,0,7,0,0.125,0.125,,,0.36582,0.469982,8,0.046512,43,2,8,0
metrics,gated,metrics,ABCD,46,0.55,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.207108,0.57464,8,0.0,45,0,8,2
metrics,gated,metrics,ABCD,46,0.55,early_full,8,8,0,4,0,0,4,0,0.5,0.5,,,0.101435,0.835344,8,0.325,80,26,8,1
metrics,gated,metrics,ABCD,46,0.55,boundary,8,8,0,0,0,0,8,0,0.0,0.0,,,0.594726,0.197159,8,0.0,21,0,8,2
metrics,gated,metrics,ABCD,46,0.55,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.714632,0.134026,8,0.0,13,0,8,3
metrics,gated,metrics,ABCD,46,0.55,whole_section,8,8,0,1,0,0,7,0,0.125,0.125,,,0.22332,0.719033,8,0.090909,55,5,8,0
metrics,gated,metrics,ABCD,46,0.55,anxiety,8,8,0,2,0,0,6,0,0.25,0.25,,,0.123327,0.674477,8,0.254902,51,13,8,1
metrics,gated,metrics,ABCD,46,0.55,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.627743,0.172354,8,0.0,44,0,8,13
metrics,gated,metrics,ABCD,46,0.55,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.35001,0.303043,8,0.0,50,0,8,1
metrics,gated,metrics,ABCD,46,0.55,deferred,8,8,0,1,1,0,6,0,0.125,0.25,,,0.375049,0.447728,8,0.272727,44,12,8,6
metrics,gated,metrics,ABCD,46,0.55,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.746246,0.0774,8,0.0,5,0,8,2
metrics,gated,metrics,ABCD,46,0.55,scanner_blank_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.029239,0.851048,8,0.45614,57,26,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000515,0.978927,8,0.0,51,0,8,1
metrics,gated,metrics,ABCD,46,0.55,scanner_row_delete_1,8,8,0,1,1,0,6,0,0.125,0.25,,,0.091531,0.747465,8,0.36,50,18,8,4
metrics,gated,metrics,ABCD,46,0.55,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,4.2e-05,0.992415,8,0.0,51,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.005889,0.005889,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.005654,0.005654,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.058522,0.058522,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.334577,0.334577,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.005064,0.005064,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.003971,0.003971,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,4.7e-05,4.7e-05,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000488,0.000488,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_key_leakage,8,8,0,0,5,0,3,0,0.0,0.625,,,0.0,1.0,8,0.533333,270,144,8,0
metrics,gated,metrics,ABCD,46,0.55,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.149951,0.149951,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.004209,0.004209,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,row_skip_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.172614,0.712306,8,0.553846,65,36,8,0
metrics,gated,metrics,ABCD,46,0.7,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.131582,0.765204,8,0.0,52,0,8,2
metrics,gated,metrics,ABCD,46,0.7,early_full,8,8,0,6,0,0,2,0,0.75,0.75,,,0.048676,0.847935,8,0.740385,104,77,8,2
metrics,gated,metrics,ABCD,46,0.7,boundary,8,8,0,1,0,0,7,0,0.125,0.125,,,0.258521,0.47246,8,0.2,30,6,8,1
metrics,gated,metrics,ABCD,46,0.7,short_local,8,8,0,1,0,0,7,0,0.125,0.125,,,0.551785,0.236519,8,0.352941,17,6,8,0
metrics,gated,metrics,ABCD,46,0.7,whole_section,8,8,0,2,0,0,6,0,0.25,0.25,,,0.330049,0.536575,8,0.470588,34,16,8,7
metrics,gated,metrics,ABCD,46,0.7,anxiety,8,8,0,1,1,0,6,0,0.125,0.25,,,0.217603,0.634022,8,0.52381,42,22,8,10
metrics,gated,metrics,ABCD,46,0.7,double_shift,8,8,0,1,0,0,7,0,0.125,0.125,,,0.027165,0.806903,8,0.084746,59,5,8,0
metrics,gated,metrics,ABCD,46,0.7,self_corrected,8,8,0,3,0,0,5,0,0.375,0.375,,,0.055301,0.804967,8,0.6,55,33,8,1
metrics,gated,metrics,ABCD,46,0.7,deferred,8,8,0,1,3,0,4,0,0.125,0.5,,,0.366005,0.576758,8,0.583333,60,35,8,6
metrics,gated,metrics,ABCD,46,0.7,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.838587,0.122951,8,0.0,6,0,8,1
metrics,gated,metrics,ABCD,46,0.7,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.012153,0.930483,8,0.623377,77,48,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.000501,0.98467,8,0.0,79,0,8,1
metrics,gated,metrics,ABCD,46,0.7,scanner_row_delete_1,8,8,0,1,2,0,5,0,0.125,0.375,,,0.025584,0.829668,8,0.690476,42,29,8,10
metrics,gated,metrics,ABCD,46,0.7,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.112677,0.843434,8,0.0,51,0,8,5
metrics,gated,metrics,ABCD,46,0.7,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.003898,0.003898,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.049913,0.049913,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00079,0.00079,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.111996,0.111996,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000581,0.000581,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.065814,0.065814,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,5.1e-05,5.1e-05,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.262408,0.262408,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_key_leakage,8,8,0,0,6,0,2,0,0.0,0.75,,,0.0,1.0,8,0.652672,262,171,8,0
metrics,gated,metrics,ABCD,46,0.7,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.628086,0.628086,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.014674,0.014674,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,row_skip_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.142376,0.782471,8,0.536232,69,37,8,0
metrics,gated,metrics,ABCD,46,0.85,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.016851,0.92129,8,0.0,70,0,8,1
metrics,gated,metrics,ABCD,46,0.85,early_full,8,8,0,7,0,0,1,0,0.875,0.875,,,0.013177,0.932006,8,0.900621,161,145,8,0
metrics,gated,metrics,ABCD,46,0.85,boundary,8,8,0,2,0,0,6,0,0.25,0.25,,,0.524095,0.38389,8,0.595745,47,28,8,1
metrics,gated,metrics,ABCD,46,0.85,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.005455,0.917567,8,0.0,42,0,8,1
metrics,gated,metrics,ABCD,46,0.85,whole_section,8,8,0,5,1,0,2,0,0.625,0.75,,,0.003222,0.962369,8,0.781609,87,68,8,0
metrics,gated,metrics,ABCD,46,0.85,anxiety,8,8,0,2,0,0,6,0,0.25,0.25,,,0.004154,0.951569,8,0.402985,67,27,8,7
metrics,gated,metrics,ABCD,46,0.85,double_shift,8,8,0,2,0,0,6,0,0.25,0.25,,,0.0,1.0,8,0.228346,127,29,8,2
metrics,gated,metrics,ABCD,46,0.85,self_corrected,8,8,0,6,1,0,1,0,0.75,0.875,,,9.4e-05,0.993242,8,0.725275,91,66,8,0
metrics,gated,metrics,ABCD,46,0.85,deferred,8,8,0,4,0,0,4,0,0.5,0.5,,,0.085775,0.80148,8,0.611111,90,55,8,0
metrics,gated,metrics,ABCD,46,0.85,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.903587,0.013408,8,0.0,10,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_blank_1,8,8,0,4,0,0,4,0,0.5,0.5,,,3.4e-05,0.995654,8,0.636364,77,49,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.013282,0.909509,8,0.0,57,0,8,3
metrics,gated,metrics,ABCD,46,0.85,scanner_row_delete_1,8,8,0,4,0,0,4,0,0.5,0.5,,,0.06923,0.881588,8,0.729167,96,70,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.002459,0.967397,8,0.0,96,0,8,2
metrics,gated,metrics,ABCD,46,0.85,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.123856,0.123856,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.089235,0.089235,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000843,0.000843,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.124236,0.124236,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.079092,0.079092,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.114823,0.114823,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,9.6e-05,9.6e-05,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.530748,0.530748,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_key_leakage,8,8,0,0,7,0,1,0,0.0,0.875,,,0.0,1.0,8,0.819549,266,218,8,0
metrics,gated,metrics,ABCD,46,0.85,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.560362,0.560362,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.122134,0.122134,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,row_skip_1,8,8,0,3,0,0,5,0,0.375,0.375,,,0.040093,0.897744,8,0.705882,68,48,8,0
metrics,gated,metrics,ABCD,46,0.95,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.004219,0.941718,8,0.0,88,0,8,1
metrics,gated,metrics,ABCD,46,0.95,early_full,8,8,0,7,0,0,1,0,0.875,0.875,,,0.0,0.999943,8,0.924242,198,183,8,1
metrics,gated,metrics,ABCD,46,0.95,boundary,8,8,0,1,0,0,7,0,0.125,0.125,,,0.188588,0.743862,8,0.384615,39,15,8,2
metrics,gated,metrics,ABCD,46,0.95,short_local,8,8,0,1,0,0,7,0,0.125,0.125,,,0.233293,0.62679,8,0.178571,28,5,8,1
metrics,gated,metrics,ABCD,46,0.95,whole_section,8,8,0,5,0,0,3,0,0.625,0.625,,,0.0,0.999879,8,0.717172,99,71,8,0
metrics,gated,metrics,ABCD,46,0.95,anxiety,8,8,0,4,2,0,2,0,0.5,0.75,,,0.0,0.999993,8,0.73913,115,85,8,0
metrics,gated,metrics,ABCD,46,0.95,double_shift,8,8,0,4,1,0,3,0,0.5,0.625,,,0.0,1.0,8,0.547619,168,92,8,3
metrics,gated,metrics,ABCD,46,0.95,self_corrected,8,8,0,6,0,0,2,0,0.75,0.75,,,0.000391,0.985187,8,0.857143,84,72,8,2
metrics,gated,metrics,ABCD,46,0.95,deferred,8,8,0,6,0,0,2,0,0.75,0.75,,,0.035324,0.901116,8,0.847826,138,117,8,0
metrics,gated,metrics,ABCD,46,0.95,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.73277,0.163217,8,0.0,9,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_blank_1,8,8,0,5,0,0,3,0,0.625,0.625,,,2e-06,0.999049,8,0.931034,116,108,8,5
metrics,gated,metrics,ABCD,46,0.95,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,2.7e-05,0.996344,8,0.0,107,0,8,1
metrics,gated,metrics,ABCD,46,0.95,scanner_row_delete_1,8,8,0,3,1,0,4,0,0.375,0.5,,,0.0,0.999725,8,0.666667,69,46,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_row_delete_2,8,8,0,2,0,0,6,0,0.25,0.25,,,7.5e-05,0.993952,8,0.505618,89,45,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.123344,0.123344,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.141715,0.141715,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.000152,0.000152,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_faint_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.253249,0.253249,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,scanner_double_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.259188,0.259188,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_long_runs,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.073633,0.073633,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_favourite,8,0,8,0,0,0,0,8,,,0.0,0.312344,8.8e-05,8.8e-05,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_easy_block,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.618222,0.618222,8,,0,0,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_key_leakage,8,8,0,0,6,0,2,0,0.0,0.75,,,0.0,1.0,8,0.723077,260,188,8,0
metrics,gated,metrics,ABCD,46,0.95,adv_cycle,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.878967,0.878967,8,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,none,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.004523,0.004523,8,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,row_skip_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.825953,0.010503,8,0.0,14,0,8,10
metrics,gated,metrics,ABCD,90,0.26,row_skip_2,8,8,0,0,0,0,8,0,0.0,0.0,,,0.41655,0.142799,8,0.0,16,0,8,6
metrics,gated,metrics,ABCD,90,0.26,early_full,8,8,0,0,0,0,8,0,0.0,0.0,,,0.64849,0.072392,8,0.0,26,0,8,19
metrics,gated,metrics,ABCD,90,0.26,boundary,8,8,0,0,0,0,8,0,0.0,0.0,,,0.652631,0.049385,8,0.0,11,0,8,5
metrics,gated,metrics,ABCD,90,0.26,short_local,8,8,0,0,0,0,8,0,0.0,0.0,,,0.849343,0.006591,8,0.0,1,0,8,10
metrics,gated,metrics,ABCD,90,0.26,whole_section,8,8,0,0,0,0,8,0,0.0,0.0,,,0.775557,0.015146,8,0.0,12,0,8,15
metrics,gated,metrics,ABCD,90,0.26,anxiety,8,8,0,0,0,0,8,0,0.0,0.0,,,0.745693,0.021242,8,0.0,7,0,8,11
metrics,gated,metrics,ABCD,90,0.26,double_shift,8,8,0,0,0,0,8,0,0.0,0.0,,,0.649318,0.245021,8,0.0,35,0,8,29
metrics,gated,metrics,ABCD,90,0.26,self_corrected,8,8,0,0,0,0,8,0,0.0,0.0,,,0.743576,0.080581,8,0.0,19,0,8,9
metrics,gated,metrics,ABCD,90,0.26,deferred,8,8,0,0,0,0,8,0,0.0,0.0,,,0.845506,0.00672,8,0.0,9,0,8,26
metrics,gated,metrics,ABCD,90,0.26,isolated,8,8,0,0,0,0,8,0,0.0,0.0,,,0.69916,0.134598,8,0.0,2,0,8,2
metrics,gated,metrics,ABCD,90,0.26,scanner_blank_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.005392,0.875839,8,0.0,20,0,8,14
metrics,gated,metrics,ABCD,90,0.26,scanner_blank_2,8,8,0,0,0,0,8,0,0.0,0.0,,,7.2e-05,0.989484,8,0.0,34,0,8,15
metrics,gated,metrics,ABCD,90,0.26,scanner_row_delete_1,8,8,0,0,0,0,8,0,0.0,0.0,,,0.023654,0.775401,8,0.0,39,0,8,10
metrics,gated,metrics,ABCD,90,0.26,scanner_row_delete_2,8,8,0,0,0,0,8,0,0.0,0.0,,,6e-06,0.995683,8,0.0,27,0,8,24
metrics,gated,metrics,ABCD,90,0.26,scanner_misread_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.014133,0.014133,8,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,scanner_misread_4,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.00596,0.00596,8,,0,0,8,0
metrics,gated,metrics,ABCD,90,0.26,scanner_faint_1,8,0,8,0,0,0,0,8,,,0.0,0.312344,0.015125,0.015125,8,,0,0,8,0
